1,1,0.000223,
2,1,0.000275,
3,1,0.000290,
4,2,0.000271,
5,1,0.000228,
6,3,0.000368,
7,1,0.000278,
8,4,0.000420,
9,3,0.000343,
10,5,0.000482,
11,1,0.000303,
12,6,0.000614,
13,1,0.000331,
14,7,0.000661,
15,5,0.000576,
16,8,0.000618,
17,1,0.000342,
18,9,0.000700,
19,1,0.000322,
20,10,0.000849,
21,7,0.000627,
22,11,0.001000,
23,1,0.000298,
24,12,0.001097,
25,5,0.000677,
26,13,0.000977,
27,9,0.000798,
28,14,0.001278,
29,1,0.000373,
30,15,0.001443,
31,1,0.000357,
32,16,0.001487,
33,11,0.000992,
34,17,0.001622,
35,7,0.000958,
36,18,0.001561,
37,1,0.000426,
38,19,0.001716,
39,13,0.001229,
40,20,0.001691,
41,1,0.000596,
42,21,0.002249,
43,1,0.000649,
44,22,0.001817,
45,15,0.001498,
46,23,0.002163,
47,1,0.000692,
48,24,0.002184,
49,7,0.001303,
50,25,0.002292,
51,17,0.001824,
52,26,0.002446,
53,1,0.000852,
54,27,0.002518,
55,11,0.001534,
56,28,0.002724,
57,19,0.002341,
58,29,0.002983,
59,1,0.001023,
60,30,0.002945,
61,1,0.001212,
62,31,0.003122,
63,21,0.002444,
64,32,0.003261,
65,13,0.002039,
66,33,0.003529,
67,1,0.001370,
68,34,0.003585,
69,23,0.003016,
70,35,0.003773,
71,1,0.001596,
72,36,0.004039,
73,1,0.001817,
74,37,0.004255,
75,25,0.003617,
76,38,0.004317,
77,11,0.002785,
78,39,0.004752,
79,1,0.002211,
80,40,0.005112,
81,27,0.004176,
82,41,0.005064,
83,1,0.002558,
84,42,0.005582,
85,17,0.003865,
86,43,0.005973,
87,29,0.005079,
88,44,0.005602,
89,1,0.003125,
90,45,0.006240,
91,13,0.003966,
92,46,0.006133,
93,31,0.005145,
94,47,0.006588,
95,19,0.004595,
96,48,0.006901,
97,1,0.003829,
98,49,0.007356,
99,33,0.006505,
100,50,0.007242,
101,1,0.004358,
102,51,0.008208,
103,1,0.004449,
104,52,0.008028,
105,35,0.006818,
106,53,0.008511,
107,1,0.005181,
108,54,0.008947,
109,1,0.005405,
110,55,0.008831,
111,37,0.007822,
112,56,0.009256,
113,1,0.005957,
114,57,0.009873,
115,23,0.007645,
116,58,0.010065,
117,39,0.009166,
118,59,0.010395,
119,17,0.007812,
120,60,0.010599,
121,1,0.007151,
122,61,0.011199,
123,41,0.010225,
124,62,0.012287,
125,25,0.009277,
126,63,0.012457,
127,1,0.008375,
128,64,0.013438,
129,43,0.011483,
130,65,0.013802,
131,1,0.009028,
132,66,0.014348,
133,19,0.011470,
134,67,0.014831,
135,45,0.012607,
136,68,0.014229,
137,1,0.010272,
138,69,0.015328,
139,1,0.010341,
140,70,0.016018,
141,47,0.014602,
142,71,0.020900,
143,1,0.012292,
144,72,0.016649,
145,29,0.014061,
146,73,0.017596,
147,49,0.016619,
148,74,0.019168,
149,1,0.013268,
150,75,0.018801,
151,1,0.014661,
152,76,0.020564,
153,51,0.018379,
154,77,0.021328,
155,31,0.017467,
156,78,0.021663,
157,1,0.015846,
158,79,0.022057,
159,53,0.020317,
160,80,0.023308,
161,23,0.019310,
162,81,0.024746,
163,1,0.017992,
164,82,0.026944,
165,55,0.021725,
166,83,0.023834,
167,1,0.018595,
168,84,0.024840,
169,1,0.020649,
170,85,0.027288,
171,57,0.025698,
172,86,0.031324,
173,1,0.023388,
174,87,0.027458,
175,35,0.024602,
176,88,0.029540,
177,59,0.030166,
178,89,0.032946,
179,1,0.027576,
180,90,0.030645,
181,1,0.024313,
182,91,0.032788,
183,61,0.036344,
184,92,0.032087,
185,37,0.031333,
186,93,0.034007,
187,1,0.027797,
188,94,0.039068,
189,63,0.035139,
190,95,0.037943,
191,1,0.030311,
192,96,0.040073,
193,1,0.030813,
194,97,0.038153,
195,65,0.037170,
196,98,0.040828,
197,1,0.034500,
198,99,0.040750,
199,1,0.034778,
200,100,0.042285,
201,67,0.039761,
202,101,0.047765,
203,29,0.038485,
204,102,0.044505,
205,41,0.044185,
206,103,0.046358,
207,69,0.043925,
208,104,0.055287,
209,1,0.039868,
210,105,0.048517,
211,1,0.041555,
212,106,0.052291,
213,71,0.050191,
214,107,0.057468,
215,43,0.048802,
216,108,0.050120,
217,31,0.047013,
218,109,0.053991,
219,73,0.053076,
220,110,0.055473,
221,1,0.047555,
222,111,0.060402,
223,1,0.053099,
224,112,0.059728,
225,75,0.056151,
226,113,0.058973,
227,1,0.056767,
228,114,0.060069,
229,1,0.053735,
230,115,0.067369,
231,77,0.059240,
232,116,0.060902,
233,1,0.056892,
234,117,0.066282,
235,47,0.065132,
236,118,0.066284,
237,79,0.067169,
238,119,0.071485,
239,1,0.063384,
240,120,0.078491,
241,1,0.067140,
242,121,0.072759,
243,81,0.089305,
244,122,0.075524,
245,49,0.071935,
246,123,0.080228,
247,1,0.068818,
248,124,0.073591,
249,83,0.075516,
250,125,0.081202,
251,1,0.073599,
252,126,0.087430,
253,1,0.072233,
254,127,0.085637,
255,85,0.083248,
256,128,0.116395,
257,1,0.073193,
258,129,0.083097,
259,37,0.077856,
260,130,0.087932,
261,87,0.083398,
262,131,0.087794,
263,1,0.079488,
264,132,0.094851,
265,53,0.087667,
266,133,0.097389,
267,89,0.090363,
268,134,0.094317,
269,1,0.085068,
270,135,0.098657,
271,1,0.094279,
272,136,0.100522,
273,91,0.101611,
274,137,0.106575,
275,55,0.097952,
276,138,0.106097,
277,1,0.093521,
278,139,0.105332,
279,93,0.104445,
280,140,0.110268,
281,1,0.104105,
282,141,0.116251,
283,1,0.113234,
284,142,0.114433,
285,95,0.115348,
286,143,0.118960,
287,41,0.109889,
288,144,0.119817,
289,1,0.119295,
290,145,0.127095,
291,97,0.126419,
292,146,0.127035,
293,1,0.119109,
294,147,0.131956,
295,59,0.124107,
296,148,0.140854,
297,99,0.127068,
298,149,0.132347,
299,1,0.124794,
300,150,0.135463,
301,43,0.135080,
302,151,0.143937,
303,101,0.139723,
304,152,0.139477,
305,61,0.131757,
306,153,0.143435,
307,1,0.148785,
308,154,0.144233,
309,103,0.150202,
310,155,0.173854,
311,1,0.141818,
312,156,0.144886,
313,1,0.137854,
314,157,0.156553,
315,105,0.151912,
316,158,0.153759,
317,1,0.154576,
318,159,0.158049,
319,1,0.147287,
320,160,0.180971,
321,107,0.169501,
322,161,0.165689,
323,1,0.158501,
324,162,0.170271,
325,65,0.161169,
326,163,0.182181,
327,109,0.179905,
328,164,0.181330,
329,47,0.175627,
330,165,0.183607,
331,1,0.167319,
332,166,0.188240,
333,111,0.190308,
334,167,0.195404,
335,67,0.186483,
336,168,0.195345,
337,1,0.191293,
338,169,0.196935,
339,113,0.195915,
340,170,0.210601,
341,1,0.221891,
342,171,0.215526,
343,49,0.204414,
344,172,0.201383,
345,115,0.275122,
346,173,0.227307,
347,1,0.224629,
348,174,0.204780,
349,1,0.210086,
350,175,0.222292,
351,117,0.207738,
352,176,0.212883,
353,1,0.216694,
354,177,0.220953,
355,71,0.212267,
356,178,0.227419,
357,119,0.236547,
358,179,0.224890,
359,1,0.230381,
360,180,0.227556,
361,1,0.217202,
362,181,0.248884,
363,121,0.245327,
364,182,0.235432,
365,73,0.232550,
366,183,0.258055,
367,1,0.239318,
368,184,0.248068,
369,123,0.258226,
370,185,0.247318,
371,53,0.248962,
372,186,0.247721,
373,1,0.239988,
374,187,0.270525,
375,125,0.250373,
376,188,0.250089,
377,1,0.310684,
378,189,0.271727,
379,1,0.304206,
380,190,0.282967,
381,127,0.271861,
382,191,0.283431,
383,1,0.332777,
384,192,0.361219,
385,77,0.276150,
386,193,0.288555,
387,129,0.313023,
388,194,0.290329,
389,1,0.346591,
390,195,0.310189,
391,1,0.299923,
392,196,0.277450,
393,131,0.301663,
394,197,0.324918,
395,79,0.302916,
396,198,0.309785,
397,1,0.301301,
398,199,0.322324,
399,133,0.306986,
400,200,0.316444,
401,1,0.358658,
402,201,0.364878,
403,1,0.393713,
404,202,0.353394,
405,135,0.347092,
406,203,0.354176,
407,1,0.420300,
408,204,0.318927,
409,1,0.460537,
410,205,0.378905,
411,137,0.380750,
412,206,0.457016,
413,59,0.361340,
414,207,0.385201,
415,83,0.393200,
416,208,0.373631,
417,139,0.372978,
418,209,0.418115,
419,1,0.508097,
420,210,0.384770,
421,1,0.452502,
422,211,0.409397,
423,141,0.399718,
424,212,0.376591,
425,85,0.412085,
426,213,0.388293,
427,61,0.394451,
428,214,0.403918,
429,143,0.408464,
430,215,0.415643,
431,1,0.495260,
432,216,0.385883,
433,1,0.484976,
434,217,0.419842,
435,145,0.416787,
436,218,0.436189,
437,1,0.606560,
438,219,0.463256,
439,1,0.572927,
440,220,0.406081,
441,147,0.447590,
442,221,0.472380,
443,1,0.599857,
444,222,0.449589,
445,89,0.441013,
446,223,0.557288,
447,149,0.512629,
448,224,0.567562,
449,1,0.785985,
450,225,0.699157,
451,1,0.692206,
452,226,0.561105,
453,151,0.516913,
