2,0.000006,
3,0.000006,
4,0.000006,
5,0.000008,
6,0.000011,
7,0.000015,
8,0.000010,
9,0.000014,
10,0.000015,
11,0.000043,
12,0.000022,
13,0.000063,
14,0.000029,
15,0.000037,
16,0.000041,
17,0.000135,
18,0.000058,
19,0.000186,
20,0.000072,
21,0.000088,
22,0.000097,
23,0.000323,
24,0.000115,
25,0.000155,
26,0.000144,
27,0.000180,
28,0.000177,
29,0.000808,
30,0.000218,
31,0.000816,
32,0.000261,
33,0.000293,
34,0.000308,
35,0.000379,
36,0.000384,
37,0.001333,
38,0.000438,
39,0.000466,
40,0.000501,
41,0.001790,
42,0.000562,
43,0.002061,
44,0.000645,
45,0.000713,
46,0.000712,
47,0.002694,
48,0.000874,
49,0.001021,
50,0.000964,
51,0.001025,
52,0.001085,
53,0.003918,
54,0.001168,
55,0.001352,
56,0.001300,
57,0.001448,
58,0.001442,
59,0.005319,
60,0.001627,
61,0.005855,
62,0.001744,
63,0.001829,
64,0.001943,
65,0.002130,
66,0.002112,
67,0.007755,
68,0.002319,
69,0.002345,
70,0.002482,
71,0.009252,
72,0.002703,
73,0.010023,
74,0.002912,
75,0.003137,
76,0.003172,
77,0.003575,
78,0.003398,
79,0.012673,
80,0.003705,
81,0.003914,
82,0.003915,
83,0.014705,
84,0.004223,
85,0.004714,
86,0.004651,
87,0.004890,
88,0.004822,
89,0.018112,
90,0.005791,
91,0.005743,
92,0.005503,
93,0.005927,
94,0.005846,
95,0.006651,
96,0.006284,
97,0.023357,
98,0.006688,
99,0.007055,
100,0.007076,
101,0.026992,
102,0.007492,
103,0.027973,
104,0.007941,
105,0.008290,
106,0.008315,
107,0.031343,
108,0.008894,
109,0.033169,
110,0.009586,
111,0.009742,
112,0.009845,
113,0.037047,
114,0.010435,
115,0.010891,
116,0.010876,
117,0.011463,
118,0.011443,
119,0.013029,
120,0.011869,
121,0.045568,
122,0.012713,
123,0.013106,
124,0.013371,
125,0.014417,
126,0.013882,
127,0.052487,
128,0.014683,
129,0.015281,
130,0.015200,
131,0.057625,
132,0.015973,
133,0.017885,
134,0.016763,
135,0.017219,
136,0.017369,
137,0.065836,
138,0.018168,
139,0.068527,
140,0.018928,
141,0.019609,
142,0.019940,
143,0.075123,
144,0.020715,
145,0.024272,
146,0.022092,
147,0.022189,
148,0.022090,
149,0.085219,
150,0.023392,
151,0.091684,
152,0.024408,
153,0.025376,
154,0.025602,
155,0.026585,
156,0.026161,
157,0.101553,
158,0.028118,
159,0.030828,
160,0.030150,
161,0.030024,
162,0.029299,
163,0.112166,
164,0.031019,
165,0.031910,
166,0.031666,
167,0.133785,
168,0.032573,
169,0.132473,
170,0.034028,
171,0.035545,
172,0.037426,
173,0.135508,
174,0.036424,
175,0.038179,
176,0.037395,
177,0.038575,
178,0.044675,
179,0.150692,
180,0.039926,
181,0.154407,
182,0.041241,
183,0.043466,
184,0.042531,
185,0.044821,
186,0.044215,
187,0.173110,
188,0.049034,
189,0.050853,
190,0.046710,
191,0.186658,
192,0.048378,
193,0.187111,
194,0.049944,
195,0.051301,
196,0.051304,
197,0.200254,
198,0.053133,
199,0.204901,
200,0.055356,
201,0.057540,
202,0.056328,
203,0.062370,
204,0.058143,
205,0.060494,
206,0.059414,
207,0.062210,
208,0.060786,
209,0.239406,
210,0.064575,
211,0.246349,
212,0.066824,
213,0.067412,
214,0.067260,
215,0.071837,
216,0.074425,
217,0.073468,
218,0.070332,
219,0.072249,
220,0.072605,
221,0.285258,
222,0.075476,
223,0.293012,
224,0.079367,
225,0.078153,
226,0.078659,
227,0.391860,
228,0.080390,
229,0.314670,
230,0.082625,
231,0.085183,
232,0.085337,
233,0.332283,
234,0.086471,
235,0.090146,
236,0.089318,
237,0.102349,
238,0.094688,
239,0.362057,
240,0.093600,
241,0.372263,
242,0.096265,
243,0.097700,
244,0.098682,
245,0.101644,
246,0.103021,
247,0.396288,
248,0.104919,
249,0.110043,
250,0.108215,
251,0.426279,
252,0.108985,
253,0.431570,
254,0.111357,
255,0.112628,
256,0.112444,
257,0.443111,
258,0.118534,
259,0.122857,
260,0.119497,
261,0.122062,
262,0.124351,
263,0.488562,
264,0.124909,
265,0.128954,
266,0.128082,
267,0.130061,
268,0.130302,
269,0.511607,
270,0.134101,
271,0.523827,
272,0.136437,
273,0.138399,
274,0.144068,
275,0.142978,
276,0.152679,
277,0.561486,
278,0.148560,
279,0.147280,
280,0.149856,
281,0.589106,
282,0.154469,
283,0.601380,
284,0.154926,
285,0.178402,
286,0.160975,
287,0.165571,
288,0.162261,
289,0.634583,
290,0.164762,
291,0.169637,
292,0.170762,
293,0.663385,
294,0.172245,
295,0.182600,
296,0.190018,
297,0.178144,
298,0.180496,
299,0.707776,
300,0.183516,
301,0.191217,
302,0.187084,
303,0.190101,
304,0.191252,
305,0.195752,
306,0.194987,
307,0.765386,
308,0.198965,
309,0.200170,
310,0.202813,
311,0.791897,
312,0.206834,
313,0.808964,
314,0.211233,
315,0.215018,
316,0.214018,
317,0.854956,
318,0.221682,
319,0.863376,
320,0.222432,
321,0.227439,
322,0.225646,
323,0.898761,
324,0.237317,
325,0.251063,
326,0.235809,
327,0.243694,
328,0.241379,
329,0.246935,
330,0.242974,
331,0.962209,
332,0.248846,
333,0.253422,
334,0.252084,
335,0.258670,
336,0.257534,
337,1.020587,
338,0.260965,
339,0.263395,
340,0.267707,
341,1.045860,
342,0.274461,
343,0.280721,
344,0.276655,
345,0.278509,
346,0.280502,
347,1.105241,
348,0.284749,
349,1.135981,
350,0.292886,
351,0.294278,
352,0.295065,
353,1.159001,
354,0.300108,
355,0.322198,
356,0.306849,
357,0.310543,
358,0.309557,
359,1.238945,
360,0.314993,
361,1.243286,
362,0.328712,
363,0.323814,
364,0.339591,
365,0.337689,
366,0.343471,
367,1.306184,
368,0.336860,
369,0.341830,
370,0.342046,
371,0.352439,
372,0.352987,
373,1.376993,
374,0.353485,
375,0.359519,
376,0.359842,
377,1.425795,
378,0.365161,
379,1.445450,
380,0.372139,
381,0.374945,
382,0.376612,
383,1.495872,
384,0.382704,
385,0.396417,
386,0.387580,
387,0.392991,
388,0.396376,
389,1.553460,
390,0.399916,
391,1.583283,
392,0.406661,
393,0.415095,
394,0.411439,
395,0.425124,
396,0.427343,
397,1.661954,
398,0.429239,
399,0.429627,
400,0.432308,
401,1.706105,
402,0.460417,
403,1.743100,
404,0.445187,
405,0.453191,
406,0.453289,
407,1.798175,
408,0.459553,
409,1.828311,
410,0.465482,
411,0.471242,
412,0.471206,
413,0.484337,
414,0.481990,
415,0.495033,
416,0.484519,
417,0.494070,
418,0.494040,
419,1.988113,
420,0.499977,
421,1.986912,
422,0.507884,
423,0.523999,
424,0.529005,
425,0.524785,
426,0.526533,
427,0.540332,
428,0.529865,
429,0.538034,
430,0.533634,
431,2.127478,
432,0.541020,
433,2.163903,
434,0.551831,
435,0.556520,
436,0.564365,
437,2.227252,
438,0.570879,
439,2.307924,
440,0.570907,
441,0.579565,
442,0.591172,
443,2.316874,
444,0.590507,
445,0.598031,
446,0.596135,
447,0.604611,
448,0.608143,
449,2.408704,
450,0.618221,
451,2.443795,
452,0.625582,
453,0.628089,
454,0.628269,
455,0.641098,
456,0.638387,
457,2.544228,
458,0.644564,
459,0.652618,
460,0.654074,
461,2.664451,
462,0.665710,
463,2.672110,
464,0.669980,
465,0.679344,
466,0.687300,
467,2.819658,
468,0.688899,
469,0.706732,
470,0.697442,
471,0.710066,
472,0.706376,
473,2.906873,
474,0.717622,
475,0.739328,
476,0.723581,
477,0.738030,
478,0.731628,
479,2.934616,
480,0.739313,
481,2.984091,
482,0.754205,
483,0.879270,
484,0.764288,
485,0.773551,
486,0.765613,
487,3.102620,
488,0.780504,
489,0.792807,
490,0.787519,
491,3.153025,
492,0.799227,
493,3.212958,
494,0.836593,
495,0.818340,
496,0.816637,
497,0.839863,
498,0.835650,
499,3.347223,
500,0.836791,
501,0.843459,
502,0.852783,
503,3.481146,
504,0.857339,
505,0.872629,
506,0.867741,
507,0.882175,
508,0.878382,
509,3.517600,
510,0.889012,
511,0.925856,
512,0.885605,
513,0.918052,
514,0.945814,
515,0.924448,
516,0.926517,
517,3.737078,
518,0.935552,
519,0.942146,
520,0.945243,
521,3.818637,
522,0.967733,
523,4.125675,
524,0.966896,
525,0.979606,
526,0.979438,
527,3.921571,
528,0.986293,
529,3.961685,
530,1.046127,
531,1.032018,
532,1.008268,
533,4.061742,
534,1.042721,
535,1.042647,
536,1.028630,
537,1.052652,
538,1.038981,
539,1.070041,
540,1.050171,
541,5.610406,
542,1.066665,
543,1.074487,
544,1.076020,
545,1.090979,
546,1.099838,
547,4.381244,
548,1.105747,
549,1.116722,
550,1.112586,
